CENSUS BLOCK,Pop
7202003027,69
7202003028,20
7202003029,84
7202003030,77
7202003031,59
7202003032,53
7202003033,93
7202003034,62
7202003035,7
7202003036,80
7202003037,0
7202003038,54
7202003039,20
7202003040,83
7202003041,8
7202003042,115
7202003043,0
7202003044,68
7202003045,45
7203001000,0
7203001001,14
7203001002,38
7203001003,31
7203001004,31
7203001005,37
7203001006,38
7203001007,26
7203001008,38
7203001009,31
7203001010,44
7203001011,38
7203001012,46
7203001013,30
7203001014,43
7203001015,43
7203001016,50
7203001017,50
7203001018,63
7203001019,68
7203001020,43
7203001021,60
7203002000,0
7203002001,0
7203002002,0
7203002003,0
7203002004,0
7203002005,0
7203002006,19
7203002007,32
7203002008,32
7203002009,37
7203002010,33
7203002011,25
7203002012,24
7203002013,28
7203002014,26
7203002015,29
7203002016,33
7203002017,30
7203002018,40
7203002019,46
7203002020,44
7203002021,38
7203002022,23
7203002023,28
7203002024,26
7203002025,46
7203002026,49
7203002027,27
7203002028,0
7203003000,71
7203003001,74
7203003002,55
7203003003,79
7203003004,46
7203003005,32
7203003006,18
7203003007,0
7203003008,6
7203003009,39
7203003010,35
7203003011,38
7203003012,67
7203003013,66
7203003014,0
7203003015,77
7203003016,38
7203003017,33
7203003018,43
7203003019,35
7203003020,33
7203003021,6
7203003022,1
7203003023,35
7203003024,42
7203003025,40
7203003026,40
7203003027,39
7203003028,24
7203003029,44
7203003030,32
7203003031,65
7203003032,82
7203003033,21
7203003034,17
7203004000,42
7203004001,27
7203004002,43
7203004003,42
7203004004,56
7203004005,64
7203004006,71
7203004007,74
7203004008,89
7203004009,22
7203004010,37
7203004011,25
7203004012,45
7203004013,63
7203004014,73
7204001000,4
7204001001,35
7204001002,32
7204001003,34
7204001004,36
7204001005,61
7204001006,46
7204001007,2
7204001008,5
7204001009,50
7204001010,38
7204001011,46
7204001012,51
7204001013,45
7204001014,54
7204001015,164
7204001016,8
7204001017,32
7204001018,0
7204001019,25
7204002000,180
7204002001,15
7204002002,18
7204002003,22
7204002004,68
7204002005,28
7204002006,37
7204002007,41
7204002008,30
7204002009,34
7204002010,27
7204002011,28
7204002012,33
7204002013,35
7204002014,36
7204002015,40
7204002016,53
7204002017,37
7204002018,52
7204002019,33
7204002020,54
7204002021,42
7204002022,49
7204002023,44
7204002024,28
7204002025,27
7204002026,3
7204002027,25
7204002028,25
7204002029,12
7205001000,10
7205001001,39
7205001002,17
7205001003,41
7205001004,41
7205001005,25
7205001006,85
7205001007,0
7205001008,32
7205001009,43
7205001010,31
7205001011,9
7205001012,49
7205001013,18
7205001014,22
7205001015,40
7205001016,19
7205001017,0
7205001018,43
7205001019,34
7205001020,80
7205001021,21
7205001022,15
7205001023,12
7205001024,17
7205002000,0
7205002001,0
7205002002,14
7205002003,0
7205002004,10
7205002005,0
7205002006,8
7205002007,28
7205002008,43
7205002009,36
7205002010,37
7205002011,36
7205002012,38
7205002013,42
7205002014,2
7205002015,0
7205002016,76
7205002017,65
7205002018,39
7205002019,52
7205002020,54
7205002021,47
7205002022,18
7205002023,18
7205002024,27
7205002025,20
7205002026,34
7205002027,54
7205002028,42
7205002029,44
7205002030,55
7205002031,22
7205002032,44
7205002033,32
7205002034,23
7205002035,22
7205002036,18
7205002037,40
7205002038,38
7205002039,0
7205002040,0
7205002041,32
7205002042,36
7205002043,35
7205002044,29
7205002045,39
7205002046,20
7205002047,22
7205002048,32
7206001000,51
7206001001,34
7206001002,34
7206001003,33
7206001004,39
7206001005,13
7206001006,13
7206001007,21
7206001008,1
7206001009,16
7206001010,19
7206001011,26
7206001012,25
7206001013,31
7206001014,34
7206001015,25
7206001016,32
7206001017,30
7206001018,33
7206001019,37
7206001020,28
7206001021,63
7206001022,31
7206001023,31
7206001024,37
7206001025,28
7206001026,42
7206001027,61
7206001028,0
7206002000,74
7206002001,34
7206002002,35
7206002003,33
7206002004,30
7206002005,31
7206002006,43
7206002007,42
7206002008,27
7206002009,35
7206002010,26
7206002011,48
7206002012,0
7206002013,0
7206002014,38
7206002015,26
7206002016,36
7206002017,42
7206002018,28
7206002019,21
7206002020,30
7206002021,22
7206002022,30
7206002023,26
7206002024,52
7206002025,11
7206002026,18
7206002027,12
7206002028,14
7206002029,11
7206002030,13
7207001000,4
7207001001,145
7207001002,0
7207001003,0
7207001004,222
7207001005,128
7207001006,0
7207001007,0
7207001008,279
7207001009,42
7207001010,112
7207001011,77
7207001012,24
7207001013,79
7207001014,455
7207002000,0
7207002001,0
7207002002,4
7207002003,11
7207002004,40
7207002005,41
7207002006,9
7207002007,83
7207002008,29
7207002009,11
7207002010,0
7207002011,0
7207002012,25
7207002013,45
7207002014,135
7207002015,27
7207002016,175
7207002017,87
7207002018,64
7207002019,89
7207003000,157
7207003001,138
7207003002,138
7207003003,47
7207003004,26
7207003005,18
7207003006,32
7207003007,26
7207003008,27
7207003009,33
7207003010,19
7207003011,20
7207003012,26
7301001000,0
7301001001,69
7301001002,50
7301001003,57
7301001004,45
7301001005,37
7301001006,57
7301001007,33
7301001008,73
7301001009,0
7301001010,0
7301001011,61
7301001012,37
7301001013,50
7301001014,36
7301001015,50
7301001016,30
7301001017,46
7301001018,30
7301001019,0
7301002000,36
7301002001,34
7301002002,0
7301002003,47
7301002004,53
7301002005,41
7301002006,41
7301002007,58
7301002008,33
7301002009,25
7301002010,36
7301002011,28
7301002012,32
7301002013,30
7301002014,33
7301002015,45
7301002016,25
7301002017,27
7301002018,0
7301002019,11
7301002020,4
7301002021,11
7301002022,0
7301002023,59
7301003000,48
7301003001,44
7301003002,53
7301003003,42
7301003004,44
7301003005,56
7301003006,45
7301003007,43
7301003008,48
7301003009,62
7301003010,41
7301003011,47
7301003012,64
7301003013,43
7301003014,59
7301003015,39
7301003016,47
7301003017,20
7301003018,56
7301003019,53
7302011000,86
7302011001,82
7302011002,81
7302011003,36
7302011004,49
7302011005,0
7302011006,2
7302011007,26
7302011008,54
7302011009,44
7302011010,94
7302011011,102
7302011012,46
7302011013,63
7302011014,149
7302011015,47
7302011016,87
7302011017,19
7302011018,9
7302011019,0
7302011020,0
7302012000,68
7302012001,51
7302012002,0
7302012003,0
7302012004,0
7302012005,0
7302012006,127
7302012007,55
7302012008,66
7302012009,0
7302012010,0
7302012011,65
7302012012,62
7302012013,58
7302012014,56
7302012015,64
7302012016,78
7302012017,64
7302012018,50
7302012019,74
7302012020,55
7302012021,45
7302012022,47
7302012023,57
7302012024,0
7302012025,0
7302013000,0
7302013001,0
7302013002,0
7302013003,0
7302013004,0
7302013005,0
7302013006,0
7302013007,0
7302013008,36
7302013009,0
7302013010,51
7302013011,73
7302013012,65
7302013013,49
7302013014,54
7302013015,103
7302013016,97
7302013017,86
7302013018,53
7302013019,39
7302013020,190
7302013021,74
7302013022,89
7302013023,76
7302013024,76
7302013025,55
7302013026,76
7302014000,50
7302014001,40
7302014002,65
7302014003,0
7302014004,0
7302014005,0
7302014006,0
7302014007,0
7302014008,45
7302014009,151
7302014010,84
7302014011,145
7302014012,106
7302014013,128
7302014014,51
7302014015,101
7302014016,47
7302014017,64
7302014018,87
7302014019,23
7302014020,64
7302014021,29
7302014022,92
7302015000,60
7302015001,78
7302015002,60
7302015003,57
7302015004,56
7302015005,106
7302015006,38
7302015007,44
7302015008,43
7302015009,64
7302015010,55
7302015011,36
7302015012,42
7302015013,32
7302015014,52
7302015015,55
7302015016,29
7302015017,60
7302015018,23
7302015019,19
7302015020,0
7302021000,0
7302021001,0
7302021002,0
7302021003,1
7302021004,12
7302021005,42
7302021006,52
7302021007,32
7302021008,49
7302021009,48
7302021010,60
7302021011,44
7302021012,51
7302021013,44
7302021014,43
7302021015,57
7302021016,38
7302021017,47
7302021018,0
7302021019,0
7302021020,0
7302021021,0
7302021022,0
7302021023,35
7302021024,75
7302021025,76
7302021026,55
7302021027,46
7302021028,48
7302021029,36
7302021030,36
7302021031,0
7302021032,0
7302021033,0
7302021034,0
7302021035,8
7302021036,37
7302021037,30
7302021038,0
7302021039,20
7302021040,37
7302022000,0
7302022001,0
7302022002,71
7302022003,78
7302022004,67
7302022005,65
7302022006,48
7302022007,65
7302022008,51
7302022009,70
7302022010,59
7302022011,57
7302022012,60
7302022013,75
7302022014,64
7302022015,49
7302022016,58
7302022017,45
7302022018,37
7302022019,29
7302022020,12
7302022021,23
7302022022,28
7302022023,38
7302022024,0
7302023000,30
7302023001,44
7302023002,35
7302023003,37
7302023004,43
7302023005,35
7302023006,25
7302023007,27
7302023008,22
7302023009,21
7302023010,31
7302023011,14
7302023012,40
7302023013,35
7302023014,189
7302023015,0
7302023016,26
7302023017,23
7302023018,19
7302023019,0
7302023020,14
7302023021,11
7302023022,32
7302023023,26
7302023024,28
7302023025,0
7302023026,0
7302023027,0
7303001000,63
7303001001,101
7303001002,51
7303001003,47
7303001004,60
7303001005,31
7303001006,21
7303001007,0
7303001008,0
7303001009,13
7303001010,10
7303001011,88
7303001012,20
7303001013,57
7303001014,41
7303001015,28
7303001016,34
7303001017,64
7303001018,61
7303001019,51
7303001020,17
7303001021,6
7303001022,5
7303001023,0
7303001024,42
7303001025,27
7303001026,40
7303001027,59
7303001028,12
7303001029,0
7303001030,24
7303001031,35
7303001032,28
7303001033,30
7304001000,0
7304001001,41
7304001002,41
7304001003,53
7304001004,48
7304001005,131
7304001006,0
7304001007,34
7304001008,30
7304001009,0
7304001010,44
7304001011,39
7304001012,31
7304001013,51
7304001014,48
7304001015,30
7304001016,42
7304001017,27
7304001018,37
7304001019,40
7304001020,37
7304002000,3
7304002001,28
7304002002,72
7304002003,65
7304002004,89
7304002005,75
7304002006,228
7304002007,0
7304002008,103
7304002009,12
7304002010,57
7304002011,57
7304002012,40
7304002013,143
7304002014,11
7304002015,70
7304002016,69
7304002017,46
7304003000,0
7304003001,37
7304003002,29
7304003003,33
7304003004,41
7304003005,48
7304003006,34
7304003007,34
7304003008,27
7304003009,19
7304003010,31
7304003011,0
7304003012,0
7304003013,27
7304003014,32
7304003015,27
7304003016,19
7304003017,15
7304003018,0
7304003019,13
7304003020,9
7304003021,9
7304003022,12
7304003023,26
7304003024,12
7304003025,14
7304003026,20
7304003027,0
7304003028,0
7304003029,0
7304003030,8
7304003031,17
7304003032,21
7304003033,22
7304003034,24
7304003035,0
7304003036,0
7304003037,0
7304003038,0
7304003039,0
7304003040,0
7304003041,0
7304003042,0
7304003043,0
7304003044,0
7304004000,4
7304004001,31
7304004002,18
7304004003,35
7304004004,42
7304004005,0
7304004006,0
7304004007,66
7304004008,53
7304004009,18
7304004010,57
7304004011,0
7304004012,74
7304004013,69
7304004014,71
7304004015,61
7304004016,55
7304004017,15
7304004018,81
7304004019,51
7304004020,38
7304004021,43
7305001000,0
7305001001,3
7305001002,20
7305001003,26
7305001004,38
7305001005,36
7305001006,51
7305001007,46
7305001008,44
7305001009,25
7305001010,22
7305001011,12
7305001012,19
7305001013,0
7305001014,15
7305001015,18
7305001016,18
7305001017,11
7305001018,26
7305001019,31
7305001020,37
7305001021,19
7305001022,18
7305001023,33
7305001024,21
7305001025,28
7305001026,28
7305001027,13
7305001028,15
7305001029,0
7305001030,27
7305001031,19
7305001032,30
7305001033,21
7305002000,0
7305002001,0
7305002002,0
7305002003,6
7305002004,4
7305002005,0
7305002006,19
7305002007,38
7305002008,73
7305002009,44
7305002010,57
7305002011,23
7305002012,18
7305002013,10
7305002014,0
7305002015,8
7305002016,7
7305002017,0
7305002018,36
7305002019,20
7305002020,14
7305002021,0
7305002022,0
7305002023,17
7305002024,20
7305002025,30
7305002026,4
7305002027,2
7305002028,1
7305002029,24
7305002030,14
7305002031,13
7305002032,21
7305002033,19
7305002034,25
7305002035,26
7305002036,24
7305002037,38
7305002038,33
7305002039,14
7305002040,0
7305002041,14
7305002042,17
7305002043,18
7305002044,12
7305002045,14
7305003000,44
7305003001,45
7305003002,41
7305003003,41
7305003004,68
7305003005,0
7305003006,48
7305003007,21
7305003008,46
7305003009,0
7305003010,6
7305003011,59
7305003012,61
7305003013,42
7305003014,75
7305003015,32
7305003016,39
7305003017,35
7305003018,22
7305003019,36
7305003020,35
7305003021,29
7305003022,33
7305003023,45
7305003024,49
7305003025,20
7305003026,22
7305003027,18
7305003028,39
7305003029,2
7305003030,11
7305003031,29
7305003032,25
7305003033,16
7305003034,4
7305004000,30
7305004001,20
7305004002,32
7305004003,36
7305004004,49
7305004005,47
7305004006,0
7305004007,42
7305004008,37
7305004009,34
7305004010,29
7305004011,33
7305004012,42
7305004013,50
7305004014,29
7305004015,33
7305004016,39
7305004017,44
7305004018,46
7305004019,40
7305004020,46
7305004021,54
7305004022,33
7305004023,34
7305004024,38
7305004025,39
7305004026,70
7305004027,60
7305004028,37
7305004029,35
7305004030,33
7305004031,0
7305004032,0
7305004033,21
7305004034,21
7305004035,28
7305004036,12
7305004037,0
7305004038,0
7305004039,0
7305004040,16
7305004041,0
7305004042,0
7305004043,0
7305004044,0
7305004045,0
7305004046,0
7305004047,29
7305004048,76
7305004049,45
7305004050,51
7305004051,58
7305004052,56
7305004053,51
7305004054,48
7306001000,96
7306001001,105
7306001002,46
7306001003,83
7306001004,72
7306001005,43
7306001006,71
7306001007,10
7306001008,0
7306001009,0
7306001010,19
7306001011,66
7306001012,16
7306001013,178
7306002000,24
7306002001,45
7306002002,42
7306002003,0
7306002004,35
7306002005,56
7306002006,57
7306002007,63
7306002008,72
7306002009,59
7306002010,51
7306002011,50
7306002012,74
7306002013,71
7306002014,37
7306002015,0
7306002016,0
7306002017,0
7306002018,39
7306002019,8
7306002020,0
7306002021,0
7306002022,0
7306002023,0
7306002024,6
7306002025,0
7306002026,0
7306002027,0
7306002028,0
7306002029,0
7306002030,0
7306002031,4
7306002032,0
7306002033,50
7306002034,0
7306002035,0
7306002036,0
7306002037,0
7306002038,0
7306002039,67
7306002040,0
7306002041,10
7306002042,23
7306002043,21
7306002044,24
7306002045,30
7306002046,0
7306002047,23
7306002048,20
7306002049,23
7306002050,36
7306002051,34
7306002052,23
7306002053,45
7306002054,20
7306002055,25
7306002056,3
7306002057,6
7306002058,47
7306002059,47
7306002060,21
7306002061,57
7306002062,0
7306002063,0
7306002064,32
7306003000,0
7306003001,47
7306003002,54
7306003003,45
7306003004,43
7306003005,48
7306003006,43
7306003007,64
7306003008,37
7306003009,35
7306003010,54
7306003011,40
7306003012,41
7306003013,40
7306003014,32
7306003015,0
7306003016,3
7306003017,36
7306003018,50
7306003019,53
7306003020,31
7306003021,56
7306003022,53
7306003023,39
7306003024,46
7306003025,51
7306003026,39
7306003027,50
7306003028,37
7306003029,39
7306003030,36
7306003031,1
7306003032,0
7306003033,5
7306003034,81
7307001000,0
7307001001,0
7307001002,0
7307001003,1
7307001004,30
7307001005,39
7307001006,54
7307001007,45
7307001008,37
7307001009,71
7307001010,46
7307001011,61
7307001012,54
7307001013,48
7307001014,4
7307001015,0
7307001016,45
7307001017,50
7307001018,52
7307001019,54
7307001020,60
7307001021,57
7307001022,54
7307001023,33
7307001024,44
7307001025,37
7307001026,0
7307001027,0
7307002000,22
7307002001,58
7307002002,35
7307002003,0
7307002004,37
7307002005,72
7307002006,15
7307002007,22
7307002008,44
7307002009,42
7307002010,20
7307002011,46
7307002012,45
7307002013,0
7307002014,0
7307002015,8
7307002016,0
7307002017,0
7307002018,0
7307002019,0
7307002020,7
7307002021,10
7307002022,0
7307002023,0
7307002024,0
7307002025,0
7307002026,67
7307002027,105
7307002028,45
7307002029,67
7307002030,51
7307002031,35
7307002032,0
7307002033,116
7307002034,81
7307002035,64
7307002036,54
7307002037,89
7307002038,0
7307002039,9
7307002040,0
7307002041,0
7307002042,89
7401001000,18
7401001001,29
7401001002,19
7401001003,0
7401001004,11
7401001005,17
7401001006,9
7401001007,10
7401001008,1
7401001009,32
7401001010,35
7401001011,34
7401001012,41
7401001013,21
7401001014,30
7401001015,29
7401001016,30
7401001017,35
7401001018,35
7401001019,38
7401001020,37
7401001021,45
7401001022,34
7401001023,19
7401002000,43
7401002001,31
7401002002,41
7401002003,38
7401002004,40
7401002005,45
7401002006,36
7401002007,37
7401002008,45
7401002009,25
7401002010,28
7401002011,28
7401002012,37
7401002013,35
7401002014,35
7401002015,31
7401002016,19
7401002017,12
7401002018,11
7401002019,4
7401003000,0
7401003001,24
7401003002,16
7401003003,34
7401003004,54
7401003005,41
7401003006,45
7401003007,39
7401003008,50
7401003009,21
7401003010,42
7401003011,73
7401003012,47
7401003013,40
7401003014,98
7401003015,70
7401004000,65
7401004001,82
7401004002,165
7401004003,83
7401004004,30
7401004005,0
7401004006,3
7401004007,0
7401004008,0
7401004009,22
7401004010,42
7401004011,0
7401004012,28
7401004013,31
7401004014,32
7401004015,45
7401004016,30
7401004017,33
7401004018,32
7401004019,3
7401004020,14
7401004021,46
7401004022,37
7401004023,40
7401004024,24
7401004025,24
7401004026,45
7401004027,42
7401004028,35
7401004029,44
7401004030,47
7402001000,796
7402001001,83
7402001002,148
7402001003,182
7402001004,0
7402001005,65
7402001006,21
7402001007,88
7402001008,68
7402001009,63
7402001010,68
7402001011,167
7402001012,113
7402001013,9
7402001014,55
7402001015,201
7402001016,158
7402001017,129
7402002000,199
7402002001,178
7402002002,167
7402002003,176
7402002004,70
7402002005,93
7402002006,30
7402002007,83
7402002008,22
7402002009,19
7402002010,124
7402002011,176
7402003000,42
7402003001,40
7402003002,29
